i = iteration
TO = target output
OO = obtained output

	TO		  OO
	0.849206	0.575194
	0.857672	0.587841
	0.861905	0.600295
	0.866138	0.612538
	0.870370	0.624565
	0.874603	0.636354
	0.878836	0.613482
	0.883069	0.659188
	0.883069	0.636755
	0.887302	0.680969
	0.891534	0.691448
	0.891534	0.701649
	0.895767	0.711565
	0.895767	0.721198
	0.900000	0.730544
	0.900000	0.739605
	0.900000	0.748381
	0.197354	0.206736
	0.277778	0.216005
	0.341270	0.225558
	0.387831	0.263027
	0.421693	0.245491
	0.455556	0.255858
	0.480952	0.266481
	0.502116	0.248713
	0.519048	0.288452
	0.531746	0.299776
	0.544444	0.333166
	0.557143	0.323031
	0.565609	0.334932
	0.574074	0.346992
	0.582540	0.337102
	0.586773	0.406605
	0.595238	0.349678
	0.599471	0.396459
	0.603704	0.386649
	0.607937	0.457374
	0.612169	0.400616
	0.612169	0.446945
	0.616402	0.437480
	0.620635	0.472165
	0.620635	0.484701
	0.624868	0.497162
	0.624868	0.488288
	0.629101	0.501487
	0.629101	0.569330
	0.633333	0.545903
	0.633333	0.537825
	0.633333	0.533944
	0.637566	0.580872
	0.637566	0.592156
	0.637566	0.585020
	0.104233	0.133183
	0.180423	0.139714
	0.222751	0.146497
	0.252381	0.153535
	0.277778	0.160827
	0.294709	0.168376
	0.311640	0.198673
	0.324339	0.184237
	0.337037	0.192546
	0.345503	0.201104
	0.353968	0.209905
	0.358201	0.218945
	0.362434	0.203228
	0.370899	0.237716
	0.375132	0.247430
	0.379365	0.257352
	0.383598	0.239517
	0.383598	0.277777
	0.387831	0.288256
	0.392063	0.298897
	0.392063	0.309685
	0.396296	0.289291
	0.396296	0.331646
	0.396296	0.342789
	0.400529	0.354020
	0.400529	0.365322
	0.400529	0.342651
	0.404762	0.388077
	0.404762	0.364611
	0.404762	0.410922
	0.404762	0.422339
	0.408995	0.433730
	0.408995	0.445081
	0.100000	0.199217
	0.108466	0.207413
	0.112698	0.215794
	0.116931	0.199675
	0.121164	0.233077
