iteration	TMSE
51387		0.002359
51388		0.002359
51389		0.002359
51390		0.002359
51391		0.002359
51392		0.002359
51393		0.002359
51394		0.002359
51395		0.002359
51396		0.002359
51397		0.002359
51398		0.002359
51399		0.002359
51400		0.002359
51401		0.002359
51402		0.002359
51403		0.002359
51404		0.002359
51405		0.002359
51406		0.002359
51407		0.002359
51408		0.002359
51409		0.002359
51410		0.002359
51411		0.002359
51412		0.002359
51413		0.002359
51414		0.002359
51415		0.002359
51416		0.002359
51417		0.002359
51418		0.002359
51419		0.002359
51420		0.002359
51421		0.002359
51422		0.002359
51423		0.002359
51424		0.002359
51425		0.002359
51426		0.002359
51427		0.002359
51428		0.002359
51429		0.002359
51430		0.002359
51431		0.002359
51432		0.002359
51433		0.002359
51434		0.002359
51435		0.002359
51436		0.002359
51437		0.002359
51438		0.002359
51439		0.002359
51440		0.002359
51441		0.002359
51442		0.002359
51443		0.002359
51444		0.002359
51445		0.002359
51446		0.002359
51447		0.002358
51448		0.002358
51449		0.002358
51450		0.002358
51451		0.002358
51452		0.002358
51453		0.002358
51454		0.002358
51455		0.002358
51456		0.002358
51457		0.002358
51458		0.002358
51459		0.002358
51460		0.002358
51461		0.002358
51462		0.002358
51463		0.002358
51464		0.002358
51465		0.002358
51466		0.002358
51467		0.002358
51468		0.002358
51469		0.002358
51470		0.002358
51471		0.002358
51472		0.002358
51473		0.002358
51474		0.002358
51475		0.002358
51476		0.002358
51477		0.002358
51478		0.002358
51479		0.002358
51480		0.002358
51481		0.002358
51482		0.002358
51483		0.002358
51484		0.002358
51485		0.002358
51486		0.002358
51487		0.002358
51488		0.002358
51489		0.002358
51490		0.002358
51491		0.002358
51492		0.002358
51493		0.002358
51494		0.002358
51495		0.002358
51496		0.002358
51497		0.002358
51498		0.002358
51499		0.002358
51500		0.002358
51501		0.002358
51502		0.002358
51503		0.002358
51504		0.002358
51505		0.002358
51506		0.002358
51507		0.002358
51508		0.002358
51509		0.002358
51510		0.002358
51511		0.002358
51512		0.002358
51513		0.002358
51514		0.002358
51515		0.002358
51516		0.002358
51517		0.002358
51518		0.002358
51519		0.002358
51520		0.002358
51521		0.002358
51522		0.002358
51523		0.002358
51524		0.002358
51525		0.002358
51526		0.002358
51527		0.002358
51528		0.002358
51529		0.002358
51530		0.002358
51531		0.002358
51532		0.002358
51533		0.002358
51534		0.002358
51535		0.002358
51536		0.002358
51537		0.002358
51538		0.002358
51539		0.002358
51540		0.002358
51541		0.002358
51542		0.002358
51543		0.002358
51544		0.002358
51545		0.002358
51546		0.002358
51547		0.002358
51548		0.002358
51549		0.002358
51550		0.002358
51551		0.002358
51552		0.002358
51553		0.002358
51554		0.002358
51555		0.002358
51556		0.002358
51557		0.002358
51558		0.002358
51559		0.002358
51560		0.002358
51561		0.002358
51562		0.002358
51563		0.002358
51564		0.002358
51565		0.002358
51566		0.002358
51567		0.002358
51568		0.002358
51569		0.002358
51570		0.002358
51571		0.002358
51572		0.002358
51573		0.002358
51574		0.002358
51575		0.002358
51576		0.002358
51577		0.002358
51578		0.002358
51579		0.002358
51580		0.002358
51581		0.002358
51582		0.002358
51583		0.002358
51584		0.002358
51585		0.002358
51586		0.002358
51587		0.002358
51588		0.002358
51589		0.002358
51590		0.002358
51591		0.002358
51592		0.002358
51593		0.002358
51594		0.002358
51595		0.002358
51596		0.002358
51597		0.002358
51598		0.002358
51599		0.002358
51600		0.002358
51601		0.002358
51602		0.002358
51603		0.002358
51604		0.002358
51605		0.002358
51606		0.002358
51607		0.002358
51608		0.002358
51609		0.002358
51610		0.002358
51611		0.002358
51612		0.002358
51613		0.002358
51614		0.002358
51615		0.002358
51616		0.002358
51617		0.002358
51618		0.002358
51619		0.002358
51620		0.002358
51621		0.002358
51622		0.002358
51623		0.002358
51624		0.002358
51625		0.002358
51626		0.002358
51627		0.002358
51628		0.002358
51629		0.002358
51630		0.002358
51631		0.002358
51632		0.002358
51633		0.002358
51634		0.002358
51635		0.002358
51636		0.002358
51637		0.002358
51638		0.002358
51639		0.002358
51640		0.002358
51641		0.002358
51642		0.002358
51643		0.002358
51644		0.002358
51645		0.002358
51646		0.002358
51647		0.002358
51648		0.002358
51649		0.002358
51650		0.002358
51651		0.002358
51652		0.002358
51653		0.002358
51654		0.002358
51655		0.002358
51656		0.002358
51657		0.002358
51658		0.002358
51659		0.002358
51660		0.002358
51661		0.002358
51662		0.002358
51663		0.002358
51664		0.002358
51665		0.002358
51666		0.002358
51667		0.002358
51668		0.002358
51669		0.002358
51670		0.002358
51671		0.002358
51672		0.002358
51673		0.002358
51674		0.002358
51675		0.002358
51676		0.002358
51677		0.002358
51678		0.002358
51679		0.002358
51680		0.002358
51681		0.002358
51682		0.002358
51683		0.002358
51684		0.002358
51685		0.002358
51686		0.002358
51687		0.002358
51688		0.002358
51689		0.002358
51690		0.002358
51691		0.002358
51692		0.002358
51693		0.002358
51694		0.002358
51695		0.002358
51696		0.002358
51697		0.002358
51698		0.002358
51699		0.002358
51700		0.002358
51701		0.002358
51702		0.002358
51703		0.002358
51704		0.002358
51705		0.002358
51706		0.002358
51707		0.002358
51708		0.002358
51709		0.002358
51710		0.002358
51711		0.002358
51712		0.002358
51713		0.002358
51714		0.002358
51715		0.002358
51716		0.002358
51717		0.002358
51718		0.002358
51719		0.002358
51720		0.002358
51721		0.002358
51722		0.002358
51723		0.002358
51724		0.002358
51725		0.002358
51726		0.002358
51727		0.002358
51728		0.002358
51729		0.002358
51730		0.002358
51731		0.002358
51732		0.002358
51733		0.002358
51734		0.002358
51735		0.002358
51736		0.002358
51737		0.002358
51738		0.002358
51739		0.002358
51740		0.002358
51741		0.002358
51742		0.002358
51743		0.002358
51744		0.002358
51745		0.002358
51746		0.002358
51747		0.002358
51748		0.002358
51749		0.002358
51750		0.002358
51751		0.002358
51752		0.002358
51753		0.002358
51754		0.002358
51755		0.002358
51756		0.002358
51757		0.002358
51758		0.002358
51759		0.002358
51760		0.002358
51761		0.002358
51762		0.002358
51763		0.002358
51764		0.002358
51765		0.002358
51766		0.002358
51767		0.002358
51768		0.002358
51769		0.002358
51770		0.002358
51771		0.002358
51772		0.002358
51773		0.002358
51774		0.002358
51775		0.002358
51776		0.002358
51777		0.002358
51778		0.002358
51779		0.002358
51780		0.002358
51781		0.002358
51782		0.002358
51783		0.002358
51784		0.002358
51785		0.002358
51786		0.002358
51787		0.002358
51788		0.002358
51789		0.002358
51790		0.002358
51791		0.002358
51792		0.002358
51793		0.002358
51794		0.002358
51795		0.002358
51796		0.002358
51797		0.002358
51798		0.002358
51799		0.002358
51800		0.002358
51801		0.002358
51802		0.002358
51803		0.002358
51804		0.002358
51805		0.002358
51806		0.002358
51807		0.002358
51808		0.002358
51809		0.002358
51810		0.002357
51811		0.002357
51812		0.002357
51813		0.002357
51814		0.002357
51815		0.002357
51816		0.002357
51817		0.002357
51818		0.002357
51819		0.002357
51820		0.002357
51821		0.002357
51822		0.002357
51823		0.002357
51824		0.002357
51825		0.002357
51826		0.002357
51827		0.002357
51828		0.002357
51829		0.002357
51830		0.002357
51831		0.002357
51832		0.002357
51833		0.002357
51834		0.002357
51835		0.002357
51836		0.002357
51837		0.002357
51838		0.002357
51839		0.002357
51840		0.002357
51841		0.002357
51842		0.002357
51843		0.002357
51844		0.002357
51845		0.002357
51846		0.002357
51847		0.002357
51848		0.002357
51849		0.002357
51850		0.002357
51851		0.002357
51852		0.002357
51853		0.002357
51854		0.002357
51855		0.002357
51856		0.002357
51857		0.002357
51858		0.002357
51859		0.002357
51860		0.002357
51861		0.002357
51862		0.002357
51863		0.002357
51864		0.002357
51865		0.002357
51866		0.002357
51867		0.002357
51868		0.002357
51869		0.002357
51870		0.002357
51871		0.002357
51872		0.002357
51873		0.002357
51874		0.002357
51875		0.002357
51876		0.002357
51877		0.002357
51878		0.002357
51879		0.002357
51880		0.002357
51881		0.002357
51882		0.002357
51883		0.002357
51884		0.002357
51885		0.002357
51886		0.002357
51887		0.002357
51888		0.002357
51889		0.002357
51890		0.002357
51891		0.002357
51892		0.002357
51893		0.002357
51894		0.002357
51895		0.002357
51896		0.002357
51897		0.002357
51898		0.002357
51899		0.002357
51900		0.002357
51901		0.002357
51902		0.002357
51903		0.002357
51904		0.002357
51905		0.002357
51906		0.002357
51907		0.002357
51908		0.002357
51909		0.002357
51910		0.002357
51911		0.002357
51912		0.002357
51913		0.002357
51914		0.002357
51915		0.002357
51916		0.002357
51917		0.002357
51918		0.002357
51919		0.002357
51920		0.002357
51921		0.002357
51922		0.002357
51923		0.002357
51924		0.002357
51925		0.002357
51926		0.002357
51927		0.002357
51928		0.002357
51929		0.002357
51930		0.002357
51931		0.002357
51932		0.002357
51933		0.002357
51934		0.002357
51935		0.002357
51936		0.002357
51937		0.002357
51938		0.002357
51939		0.002357
51940		0.002357
51941		0.002357
51942		0.002357
51943		0.002357
51944		0.002357
51945		0.002357
51946		0.002357
51947		0.002357
51948		0.002357
51949		0.002357
51950		0.002357
51951		0.002357
51952		0.002357
51953		0.002357
51954		0.002357
51955		0.002357
51956		0.002357
51957		0.002357
51958		0.002357
51959		0.002357
51960		0.002357
51961		0.002357
51962		0.002357
51963		0.002357
51964		0.002357
51965		0.002357
51966		0.002357
51967		0.002357
51968		0.002357
51969		0.002357
51970		0.002357
51971		0.002357
51972		0.002357
51973		0.002357
51974		0.002357
51975		0.002357
51976		0.002357
51977		0.002357
51978		0.002357
51979		0.002357
51980		0.002357
51981		0.002357
51982		0.002357
51983		0.002357
51984		0.002357
51985		0.002357
51986		0.002357
51987		0.002357
51988		0.002357
51989		0.002357
51990		0.002357
51991		0.002357
51992		0.002357
51993		0.002357
51994		0.002357
51995		0.002357
51996		0.002357
51997		0.002357
51998		0.002357
51999		0.002357
52000		0.002357
52001		0.002357
52002		0.002357
52003		0.002357
52004		0.002357
52005		0.002357
52006		0.002357
52007		0.002357
52008		0.002357
52009		0.002357
52010		0.002357
52011		0.002357
52012		0.002357
52013		0.002357
52014		0.002357
52015		0.002357
52016		0.002357
52017		0.002357
52018		0.002357
52019		0.002357
52020		0.002357
52021		0.002357
52022		0.002357
52023		0.002357
52024		0.002357
52025		0.002357
52026		0.002357
52027		0.002357
52028		0.002357
52029		0.002357
52030		0.002357
52031		0.002357
52032		0.002357
52033		0.002357
52034		0.002357
52035		0.002357
52036		0.002357
52037		0.002357
52038		0.002357
52039		0.002357
52040		0.002357
52041		0.002357
52042		0.002357
52043		0.002357
52044		0.002357
52045		0.002357
52046		0.002357
52047		0.002357
52048		0.002357
52049		0.002357
52050		0.002357
52051		0.002357
52052		0.002357
52053		0.002357
52054		0.002357
52055		0.002357
52056		0.002357
52057		0.002357
52058		0.002357
52059		0.002357
52060		0.002357
52061		0.002357
52062		0.002357
52063		0.002357
52064		0.002357
52065		0.002357
52066		0.002357
52067		0.002357
52068		0.002357
52069		0.002357
52070		0.002357
52071		0.002357
52072		0.002357
52073		0.002357
52074		0.002357
52075		0.002357
52076		0.002357
52077		0.002357
52078		0.002357
52079		0.002357
52080		0.002357
52081		0.002357
52082		0.002357
52083		0.002357
52084		0.002357
52085		0.002357
52086		0.002357
52087		0.002357
52088		0.002357
52089		0.002357
52090		0.002357
52091		0.002357
52092		0.002357
52093		0.002357
52094		0.002357
52095		0.002357
52096		0.002357
52097		0.002357
52098		0.002357
52099		0.002357
52100		0.002357
52101		0.002357
52102		0.002357
52103		0.002357
52104		0.002357
52105		0.002357
52106		0.002357
52107		0.002357
52108		0.002357
52109		0.002357
52110		0.002357
52111		0.002357
52112		0.002357
52113		0.002357
52114		0.002357
52115		0.002357
52116		0.002357
52117		0.002357
52118		0.002357
52119		0.002357
52120		0.002357
52121		0.002357
52122		0.002357
52123		0.002357
52124		0.002357
52125		0.002357
52126		0.002357
52127		0.002357
52128		0.002357
52129		0.002357
52130		0.002357
52131		0.002357
52132		0.002357
52133		0.002357
52134		0.002357
52135		0.002357
52136		0.002357
52137		0.002357
52138		0.002357
52139		0.002357
52140		0.002357
52141		0.002357
52142		0.002357
52143		0.002357
52144		0.002357
52145		0.002357
52146		0.002357
52147		0.002357
52148		0.002357
52149		0.002357
52150		0.002357
52151		0.002357
52152		0.002357
52153		0.002357
52154		0.002357
52155		0.002357
52156		0.002357
52157		0.002357
52158		0.002357
52159		0.002357
52160		0.002357
52161		0.002357
52162		0.002357
52163		0.002357
52164		0.002357
52165		0.002357
52166		0.002357
52167		0.002357
52168		0.002357
52169		0.002357
52170		0.002357
52171		0.002357
52172		0.002357
52173		0.002357
52174		0.002357
52175		0.002357
52176		0.002357
52177		0.002357
52178		0.002357
52179		0.002357
52180		0.002357
52181		0.002357
52182		0.002357
52183		0.002357
52184		0.002357
52185		0.002356
52186		0.002356
52187		0.002356
52188		0.002356
52189		0.002356
52190		0.002356
52191		0.002356
52192		0.002356
52193		0.002356
52194		0.002356
52195		0.002356
52196		0.002356
52197		0.002356
52198		0.002356
52199		0.002356
52200		0.002356
52201		0.002356
52202		0.002356
52203		0.002356
52204		0.002356
52205		0.002356
52206		0.002356
52207		0.002356
52208		0.002356
52209		0.002356
52210		0.002356
52211		0.002356
52212		0.002356
52213		0.002356
52214		0.002356
52215		0.002356
52216		0.002356
52217		0.002356
52218		0.002356
52219		0.002356
52220		0.002356
52221		0.002356
52222		0.002356
52223		0.002356
52224		0.002356
52225		0.002356
52226		0.002356
52227		0.002356
52228		0.002356
52229		0.002356
52230		0.002356
52231		0.002356
52232		0.002356
52233		0.002356
52234		0.002356
52235		0.002356
52236		0.002356
52237		0.002356
52238		0.002356
52239		0.002356
52240		0.002356
52241		0.002356
52242		0.002356
52243		0.002356
52244		0.002356
52245		0.002356
52246		0.002356
52247		0.002356
52248		0.002356
52249		0.002356
52250		0.002356
52251		0.002356
52252		0.002356
52253		0.002356
52254		0.002356
52255		0.002356
52256		0.002356
52257		0.002356
52258		0.002356
52259		0.002356
52260		0.002356
52261		0.002356
52262		0.002356
52263		0.002356
52264		0.002356
52265		0.002356
52266		0.002356
52267		0.002356
52268		0.002356
52269		0.002356
52270		0.002356
52271		0.002356
52272		0.002356
52273		0.002356
52274		0.002356
52275		0.002356
52276		0.002356
52277		0.002356
52278		0.002356
52279		0.002356
52280		0.002356
52281		0.002356
52282		0.002356
52283		0.002356
52284		0.002356
52285		0.002356
52286		0.002356
52287		0.002356
52288		0.002356
52289		0.002356
52290		0.002356
52291		0.002356
52292		0.002356
52293		0.002356
52294		0.002356
52295		0.002356
52296		0.002356
52297		0.002356
52298		0.002356
52299		0.002356
52300		0.002356
52301		0.002356
52302		0.002356
52303		0.002356
52304		0.002356
52305		0.002356
52306		0.002356
52307		0.002356
52308		0.002356
52309		0.002356
52310		0.002356
52311		0.002356
52312		0.002356
52313		0.002356
52314		0.002356
52315		0.002356
52316		0.002356
52317		0.002356
52318		0.002356
52319		0.002356
52320		0.002356
52321		0.002356
52322		0.002356
52323		0.002356
52324		0.002356
52325		0.002356
52326		0.002356
52327		0.002356
52328		0.002356
52329		0.002356
52330		0.002356
52331		0.002356
52332		0.002356
52333		0.002356
52334		0.002356
52335		0.002356
52336		0.002356
52337		0.002356
52338		0.002356
52339		0.002356
52340		0.002356
52341		0.002356
52342		0.002356
52343		0.002356
52344		0.002356
52345		0.002356
52346		0.002356
52347		0.002356
52348		0.002356
52349		0.002356
52350		0.002356
52351		0.002356
52352		0.002356
52353		0.002356
52354		0.002356
52355		0.002356
52356		0.002356
52357		0.002356
52358		0.002356
52359		0.002356
52360		0.002356
52361		0.002356
52362		0.002356
52363		0.002356
52364		0.002356
52365		0.002356
52366		0.002356
52367		0.002356
52368		0.002356
52369		0.002356
52370		0.002356
52371		0.002356
52372		0.002356
52373		0.002356
52374		0.002356
52375		0.002356
52376		0.002356
52377		0.002356
52378		0.002356
52379		0.002356
52380		0.002356
52381		0.002356
52382		0.002356
52383		0.002356
52384		0.002356
52385		0.002356
52386		0.002356
52387		0.002356
52388		0.002356
52389		0.002356
52390		0.002356
52391		0.002356
52392		0.002356
52393		0.002356
52394		0.002356
52395		0.002356
52396		0.002356
52397		0.002356
52398		0.002356
52399		0.002356
52400		0.002356
52401		0.002356
52402		0.002356
52403		0.002356
52404		0.002356
52405		0.002356
52406		0.002356
52407		0.002356
52408		0.002356
52409		0.002356
52410		0.002356
52411		0.002356
52412		0.002356
52413		0.002356
52414		0.002356
52415		0.002356
52416		0.002356
52417		0.002356
52418		0.002356
52419		0.002356
52420		0.002356
52421		0.002356
52422		0.002356
52423		0.002356
52424		0.002356
52425		0.002356
52426		0.002356
52427		0.002356
52428		0.002356
52429		0.002356
52430		0.002356
52431		0.002356
52432		0.002356
52433		0.002356
52434		0.002356
52435		0.002356
52436		0.002356
52437		0.002356
52438		0.002356
52439		0.002356
52440		0.002356
52441		0.002356
52442		0.002356
52443		0.002356
52444		0.002356
52445		0.002356
52446		0.002356
52447		0.002356
52448		0.002356
52449		0.002356
52450		0.002356
52451		0.002356
52452		0.002356
52453		0.002356
52454		0.002356
52455		0.002356
52456		0.002356
52457		0.002356
52458		0.002356
52459		0.002356
52460		0.002356
52461		0.002356
52462		0.002356
52463		0.002356
52464		0.002356
52465		0.002356
52466		0.002356
52467		0.002356
52468		0.002356
52469		0.002356
52470		0.002356
52471		0.002356
52472		0.002356
52473		0.002356
52474		0.002356
52475		0.002356
52476		0.002356
52477		0.002356
52478		0.002356
52479		0.002356
52480		0.002356
52481		0.002356
52482		0.002356
52483		0.002356
52484		0.002356
52485		0.002356
52486		0.002356
52487		0.002356
52488		0.002356
52489		0.002356
52490		0.002356
52491		0.002356
52492		0.002356
52493		0.002356
52494		0.002356
52495		0.002356
52496		0.002356
52497		0.002356
52498		0.002356
52499		0.002356
52500		0.002356
52501		0.002356
52502		0.002356
52503		0.002356
52504		0.002356
52505		0.002356
52506		0.002356
52507		0.002356
52508		0.002356
52509		0.002356
52510		0.002356
52511		0.002356
52512		0.002356
52513		0.002356
52514		0.002356
52515		0.002356
52516		0.002356
52517		0.002356
52518		0.002356
52519		0.002356
52520		0.002356
52521		0.002356
52522		0.002356
52523		0.002356
52524		0.002356
52525		0.002356
52526		0.002356
52527		0.002356
52528		0.002356
52529		0.002356
52530		0.002356
52531		0.002356
52532		0.002356
52533		0.002356
52534		0.002356
52535		0.002356
52536		0.002356
52537		0.002356
52538		0.002356
52539		0.002356
52540		0.002356
52541		0.002356
52542		0.002356
52543		0.002356
52544		0.002356
52545		0.002356
52546		0.002356
52547		0.002356
52548		0.002356
52549		0.002356
52550		0.002356
52551		0.002356
52552		0.002356
52553		0.002356
52554		0.002356
52555		0.002356
52556		0.002356
52557		0.002356
52558		0.002356
52559		0.002356
52560		0.002356
52561		0.002356
52562		0.002356
52563		0.002356
52564		0.002356
52565		0.002356
52566		0.002356
52567		0.002356
52568		0.002356
52569		0.002356
52570		0.002356
52571		0.002356
52572		0.002356
52573		0.002356
52574		0.002356
52575		0.002355
52576		0.002355
52577		0.002355
52578		0.002355
52579		0.002355
52580		0.002355
52581		0.002355
52582		0.002355
52583		0.002355
52584		0.002355
52585		0.002355
52586		0.002355
52587		0.002355
52588		0.002355
52589		0.002355
52590		0.002355
52591		0.002355
52592		0.002355
52593		0.002355
52594		0.002355
52595		0.002355
52596		0.002355
52597		0.002355
52598		0.002355
52599		0.002355
52600		0.002355
52601		0.002355
52602		0.002355
52603		0.002355
52604		0.002355
52605		0.002355
52606		0.002355
52607		0.002355
52608		0.002355
52609		0.002355
52610		0.002355
52611		0.002355
52612		0.002355
52613		0.002355
52614		0.002355
52615		0.002355
52616		0.002355
52617		0.002355
52618		0.002355
52619		0.002355
52620		0.002355
52621		0.002355
52622		0.002355
52623		0.002355
52624		0.002355
52625		0.002355
52626		0.002355
52627		0.002355
52628		0.002355
52629		0.002355
52630		0.002355
52631		0.002355
52632		0.002355
52633		0.002355
52634		0.002355
52635		0.002355
52636		0.002355
52637		0.002355
52638		0.002355
52639		0.002355
52640		0.002355
52641		0.002355
52642		0.002355
52643		0.002355
52644		0.002355
52645		0.002355
52646		0.002355
52647		0.002355
52648		0.002355
52649		0.002355
52650		0.002355
52651		0.002355
52652		0.002355
52653		0.002355
52654		0.002355
52655		0.002355
52656		0.002355
52657		0.002355
52658		0.002355
52659		0.002355
52660		0.002355
52661		0.002355
52662		0.002355
52663		0.002355
52664		0.002355
52665		0.002355
52666		0.002355
52667		0.002355
52668		0.002355
52669		0.002355
52670		0.002355
52671		0.002355
52672		0.002355
52673		0.002355
52674		0.002355
52675		0.002355
52676		0.002355
52677		0.002355
52678		0.002355
52679		0.002355
52680		0.002355
52681		0.002355
52682		0.002355
52683		0.002355
52684		0.002355
52685		0.002355
52686		0.002355
52687		0.002355
52688		0.002355
52689		0.002355
52690		0.002355
52691		0.002355
52692		0.002355
52693		0.002355
52694		0.002355
52695		0.002355
52696		0.002355
52697		0.002355
52698		0.002355
52699		0.002355
52700		0.002355
52701		0.002355
52702		0.002355
52703		0.002355
52704		0.002355
52705		0.002355
52706		0.002355
52707		0.002355
52708		0.002355
52709		0.002355
52710		0.002355
52711		0.002355
52712		0.002355
52713		0.002355
52714		0.002355
52715		0.002355
52716		0.002355
52717		0.002355
52718		0.002355
52719		0.002355
52720		0.002355
52721		0.002355
52722		0.002355
52723		0.002355
52724		0.002355
52725		0.002355
52726		0.002355
52727		0.002355
52728		0.002355
52729		0.002355
52730		0.002355
52731		0.002355
52732		0.002355
52733		0.002355
52734		0.002355
52735		0.002355
52736		0.002355
52737		0.002355
52738		0.002355
52739		0.002355
52740		0.002355
52741		0.002355
52742		0.002355
52743		0.002355
52744		0.002355
52745		0.002355
52746		0.002355
52747		0.002355
52748		0.002355
52749		0.002355
52750		0.002355
52751		0.002355
52752		0.002355
52753		0.002355
52754		0.002355
52755		0.002355
52756		0.002355
52757		0.002355
52758		0.002355
52759		0.002355
52760		0.002355
52761		0.002355
52762		0.002355
52763		0.002355
52764		0.002355
52765		0.002355
52766		0.002355
52767		0.002355
52768		0.002355
52769		0.002355
52770		0.002355
52771		0.002355
52772		0.002355
52773		0.002355
52774		0.002355
52775		0.002355
52776		0.002355
52777		0.002355
52778		0.002355
52779		0.002355
52780		0.002355
52781		0.002355
52782		0.002355
52783		0.002355
52784		0.002355
52785		0.002355
52786		0.002355
52787		0.002355
52788		0.002355
52789		0.002355
52790		0.002355
52791		0.002355
52792		0.002355
52793		0.002355
52794		0.002355
52795		0.002355
52796		0.002355
52797		0.002355
52798		0.002355
52799		0.002355
52800		0.002355
52801		0.002355
52802		0.002355
52803		0.002355
52804		0.002355
52805		0.002355
52806		0.002355
52807		0.002355
52808		0.002355
52809		0.002355
52810		0.002355
52811		0.002355
52812		0.002355
52813		0.002355
52814		0.002355
52815		0.002355
52816		0.002355
52817		0.002355
52818		0.002355
52819		0.002355
52820		0.002355
52821		0.002355
52822		0.002355
52823		0.002355
52824		0.002355
52825		0.002355
52826		0.002355
52827		0.002355
52828		0.002355
52829		0.002355
52830		0.002355
52831		0.002355
52832		0.002355
52833		0.002355
52834		0.002355
52835		0.002355
52836		0.002355
52837		0.002355
52838		0.002355
52839		0.002355
52840		0.002355
52841		0.002355
52842		0.002355
52843		0.002355
52844		0.002355
52845		0.002355
52846		0.002355
52847		0.002355
52848		0.002355
52849		0.002355
52850		0.002355
52851		0.002355
52852		0.002355
52853		0.002355
52854		0.002355
52855		0.002355
52856		0.002355
52857		0.002355
52858		0.002355
52859		0.002355
52860		0.002355
52861		0.002355
52862		0.002355
52863		0.002355
52864		0.002355
52865		0.002355
52866		0.002355
52867		0.002355
52868		0.002355
52869		0.002355
52870		0.002355
52871		0.002355
52872		0.002355
52873		0.002355
52874		0.002355
52875		0.002355
52876		0.002355
52877		0.002355
52878		0.002355
52879		0.002355
52880		0.002355
52881		0.002355
52882		0.002355
52883		0.002355
52884		0.002355
52885		0.002355
52886		0.002355
52887		0.002355
52888		0.002355
52889		0.002355
52890		0.002355
52891		0.002355
52892		0.002355
52893		0.002355
52894		0.002355
52895		0.002355
52896		0.002355
52897		0.002355
52898		0.002355
52899		0.002355
52900		0.002355
52901		0.002355
52902		0.002355
52903		0.002355
52904		0.002355
52905		0.002355
52906		0.002355
52907		0.002355
52908		0.002355
52909		0.002355
52910		0.002355
52911		0.002355
52912		0.002355
52913		0.002355
52914		0.002355
52915		0.002355
52916		0.002355
52917		0.002355
52918		0.002355
52919		0.002355
52920		0.002355
52921		0.002355
52922		0.002355
52923		0.002355
52924		0.002355
52925		0.002355
52926		0.002355
52927		0.002355
52928		0.002355
52929		0.002355
52930		0.002355
52931		0.002355
52932		0.002355
52933		0.002355
52934		0.002355
52935		0.002355
52936		0.002355
52937		0.002355
52938		0.002355
52939		0.002355
52940		0.002355
52941		0.002355
52942		0.002355
52943		0.002355
52944		0.002355
52945		0.002355
52946		0.002355
52947		0.002355
52948		0.002355
52949		0.002355
52950		0.002355
52951		0.002355
52952		0.002355
52953		0.002355
52954		0.002355
52955		0.002355
52956		0.002355
52957		0.002355
52958		0.002355
52959		0.002355
52960		0.002355
52961		0.002355
52962		0.002355
52963		0.002355
52964		0.002355
52965		0.002355
52966		0.002355
52967		0.002355
52968		0.002355
52969		0.002355
52970		0.002355
52971		0.002355
52972		0.002355
52973		0.002355
52974		0.002355
52975		0.002355
52976		0.002355
52977		0.002355
52978		0.002355
52979		0.002355
52980		0.002354
52981		0.002354
52982		0.002354
52983		0.002354
52984		0.002354
52985		0.002354
52986		0.002354
52987		0.002354
52988		0.002354
52989		0.002354
52990		0.002354
52991		0.002354
52992		0.002354
52993		0.002354
52994		0.002354
52995		0.002354
52996		0.002354
52997		0.002354
52998		0.002354
52999		0.002354
53000		0.002354
53001		0.002354
53002		0.002354
53003		0.002354
53004		0.002354
53005		0.002354
53006		0.002354
53007		0.002354
53008		0.002354
53009		0.002354
53010		0.002354
53011		0.002354
53012		0.002354
53013		0.002354
53014		0.002354
53015		0.002354
53016		0.002354
53017		0.002354
53018		0.002354
53019		0.002354
53020		0.002354
53021		0.002354
53022		0.002354
53023		0.002354
53024		0.002354
53025		0.002354
53026		0.002354
53027		0.002354
53028		0.002354
53029		0.002354
53030		0.002354
53031		0.002354
53032		0.002354
53033		0.002354
53034		0.002354
53035		0.002354
53036		0.002354
53037		0.002354
53038		0.002354
53039		0.002354
53040		0.002354
53041		0.002354
53042		0.002354
53043		0.002354
53044		0.002354
53045		0.002354
53046		0.002354
53047		0.002354
53048		0.002354
53049		0.002354
53050		0.002354
53051		0.002354
53052		0.002354
53053		0.002354
53054		0.002354
53055		0.002354
53056		0.002354
53057		0.002354
53058		0.002354
53059		0.002354
53060		0.002354
53061		0.002354
53062		0.002354
53063		0.002354
53064		0.002354
53065		0.002354
53066		0.002354
53067		0.002354
53068		0.002354
53069		0.002354
53070		0.002354
53071		0.002354
53072		0.002354
53073		0.002354
53074		0.002354
53075		0.002354
53076		0.002354
53077		0.002354
53078		0.002354
53079		0.002354
53080		0.002354
53081		0.002354
53082		0.002354
53083		0.002354
53084		0.002354
53085		0.002354
53086		0.002354
53087		0.002354
53088		0.002354
53089		0.002354
53090		0.002354
53091		0.002354
53092		0.002354
53093		0.002354
53094		0.002354
53095		0.002354
53096		0.002354
53097		0.002354
53098		0.002354
53099		0.002354
53100		0.002354
53101		0.002354
53102		0.002354
53103		0.002354
53104		0.002354
53105		0.002354
53106		0.002354
53107		0.002354
53108		0.002354
53109		0.002354
53110		0.002354
53111		0.002354
53112		0.002354
53113		0.002354
53114		0.002354
53115		0.002354
53116		0.002354
53117		0.002354
53118		0.002354
53119		0.002354
53120		0.002354
53121		0.002354
53122		0.002354
53123		0.002354
53124		0.002354
53125		0.002354
53126		0.002354
53127		0.002354
53128		0.002354
53129		0.002354
53130		0.002354
53131		0.002354
53132		0.002354
53133		0.002354
53134		0.002354
