iteration	TMSE
16165		0.003524
16166		0.003524
16167		0.003524
16168		0.003523
16169		0.003523
16170		0.003523
16171		0.003523
16172		0.003523
16173		0.003523
16174		0.003523
16175		0.003522
16176		0.003522
16177		0.003522
16178		0.003522
16179		0.003522
16180		0.003522
16181		0.003522
16182		0.003521
16183		0.003521
16184		0.003521
16185		0.003521
16186		0.003521
16187		0.003521
16188		0.003520
16189		0.003520
16190		0.003520
16191		0.003520
16192		0.003520
16193		0.003520
16194		0.003520
16195		0.003519
16196		0.003519
16197		0.003519
16198		0.003519
16199		0.003519
16200		0.003519
16201		0.003519
16202		0.003518
16203		0.003518
16204		0.003518
16205		0.003518
16206		0.003518
16207		0.003518
16208		0.003517
16209		0.003517
16210		0.003517
16211		0.003517
16212		0.003517
16213		0.003517
16214		0.003517
16215		0.003516
16216		0.003516
16217		0.003516
16218		0.003516
16219		0.003516
16220		0.003516
16221		0.003516
16222		0.003515
16223		0.003515
16224		0.003515
16225		0.003515
16226		0.003515
16227		0.003515
16228		0.003514
16229		0.003514
16230		0.003514
16231		0.003514
16232		0.003514
16233		0.003514
16234		0.003514
16235		0.003513
16236		0.003513
16237		0.003513
16238		0.003513
16239		0.003513
16240		0.003513
16241		0.003513
16242		0.003512
16243		0.003512
16244		0.003512
16245		0.003512
16246		0.003512
16247		0.003512
16248		0.003511
16249		0.003511
16250		0.003511
16251		0.003511
16252		0.003511
16253		0.003511
16254		0.003511
16255		0.003510
16256		0.003510
16257		0.003510
16258		0.003510
16259		0.003510
16260		0.003510
16261		0.003510
16262		0.003509
16263		0.003509
16264		0.003509
16265		0.003509
16266		0.003509
16267		0.003509
16268		0.003509
16269		0.003508
16270		0.003508
16271		0.003508
16272		0.003508
16273		0.003508
16274		0.003508
16275		0.003507
16276		0.003507
16277		0.003507
16278		0.003507
16279		0.003507
16280		0.003507
16281		0.003507
16282		0.003506
16283		0.003506
16284		0.003506
16285		0.003506
16286		0.003506
16287		0.003506
16288		0.003506
16289		0.003505
16290		0.003505
16291		0.003505
16292		0.003505
16293		0.003505
16294		0.003505
16295		0.003505
16296		0.003504
16297		0.003504
16298		0.003504
16299		0.003504
16300		0.003504
16301		0.003504
16302		0.003503
16303		0.003503
16304		0.003503
16305		0.003503
16306		0.003503
16307		0.003503
16308		0.003503
16309		0.003502
16310		0.003502
16311		0.003502
16312		0.003502
16313		0.003502
16314		0.003502
16315		0.003502
16316		0.003501
16317		0.003501
16318		0.003501
16319		0.003501
16320		0.003501
16321		0.003501
16322		0.003501
16323		0.003500
16324		0.003500
16325		0.003500
16326		0.003500
16327		0.003500
16328		0.003500
16329		0.003499
16330		0.003499
16331		0.003499
16332		0.003499
16333		0.003499
16334		0.003499
16335		0.003499
16336		0.003498
16337		0.003498
16338		0.003498
16339		0.003498
16340		0.003498
16341		0.003498
16342		0.003498
16343		0.003497
16344		0.003497
16345		0.003497
16346		0.003497
16347		0.003497
16348		0.003497
16349		0.003497
16350		0.003496
16351		0.003496
16352		0.003496
16353		0.003496
16354		0.003496
16355		0.003496
16356		0.003496
16357		0.003495
16358		0.003495
16359		0.003495
16360		0.003495
16361		0.003495
16362		0.003495
16363		0.003495
16364		0.003494
16365		0.003494
16366		0.003494
16367		0.003494
16368		0.003494
16369		0.003494
16370		0.003493
16371		0.003493
16372		0.003493
16373		0.003493
16374		0.003493
16375		0.003493
16376		0.003493
16377		0.003492
16378		0.003492
16379		0.003492
16380		0.003492
16381		0.003492
16382		0.003492
16383		0.003492
16384		0.003491
16385		0.003491
16386		0.003491
16387		0.003491
16388		0.003491
16389		0.003491
16390		0.003491
16391		0.003490
16392		0.003490
16393		0.003490
16394		0.003490
16395		0.003490
16396		0.003490
16397		0.003490
16398		0.003489
16399		0.003489
16400		0.003489
16401		0.003489
16402		0.003489
16403		0.003489
16404		0.003489
16405		0.003488
16406		0.003488
16407		0.003488
16408		0.003488
16409		0.003488
16410		0.003488
16411		0.003488
16412		0.003487
16413		0.003487
16414		0.003487
16415		0.003487
16416		0.003487
16417		0.003487
16418		0.003486
16419		0.003486
16420		0.003486
16421		0.003486
16422		0.003486
16423		0.003486
16424		0.003486
16425		0.003485
16426		0.003485
16427		0.003485
16428		0.003485
16429		0.003485
16430		0.003485
16431		0.003485
16432		0.003484
16433		0.003484
16434		0.003484
16435		0.003484
16436		0.003484
16437		0.003484
16438		0.003484
16439		0.003483
16440		0.003483
16441		0.003483
16442		0.003483
16443		0.003483
16444		0.003483
16445		0.003483
16446		0.003482
16447		0.003482
16448		0.003482
16449		0.003482
16450		0.003482
16451		0.003482
16452		0.003482
16453		0.003481
16454		0.003481
16455		0.003481
16456		0.003481
16457		0.003481
16458		0.003481
16459		0.003481
16460		0.003480
16461		0.003480
16462		0.003480
16463		0.003480
16464		0.003480
16465		0.003480
16466		0.003480
16467		0.003479
16468		0.003479
16469		0.003479
16470		0.003479
16471		0.003479
16472		0.003479
16473		0.003479
16474		0.003478
16475		0.003478
16476		0.003478
16477		0.003478
16478		0.003478
16479		0.003478
16480		0.003478
16481		0.003477
16482		0.003477
16483		0.003477
16484		0.003477
16485		0.003477
16486		0.003477
16487		0.003477
16488		0.003476
16489		0.003476
16490		0.003476
16491		0.003476
16492		0.003476
16493		0.003476
16494		0.003476
16495		0.003475
16496		0.003475
16497		0.003475
16498		0.003475
16499		0.003475
16500		0.003475
16501		0.003475
16502		0.003474
16503		0.003474
16504		0.003474
16505		0.003474
16506		0.003474
16507		0.003474
16508		0.003474
16509		0.003473
16510		0.003473
16511		0.003473
16512		0.003473
16513		0.003473
16514		0.003473
16515		0.003472
16516		0.003472
16517		0.003472
16518		0.003472
16519		0.003472
16520		0.003472
16521		0.003472
16522		0.003471
16523		0.003471
16524		0.003471
16525		0.003471
16526		0.003471
16527		0.003471
16528		0.003471
16529		0.003470
16530		0.003470
16531		0.003470
16532		0.003470
16533		0.003470
16534		0.003470
16535		0.003470
16536		0.003469
16537		0.003469
16538		0.003469
16539		0.003469
16540		0.003469
16541		0.003469
16542		0.003469
16543		0.003468
16544		0.003468
16545		0.003468
16546		0.003468
16547		0.003468
16548		0.003468
16549		0.003468
16550		0.003467
16551		0.003467
16552		0.003467
16553		0.003467
16554		0.003467
16555		0.003467
16556		0.003467
16557		0.003466
16558		0.003466
16559		0.003466
16560		0.003466
16561		0.003466
16562		0.003466
16563		0.003466
16564		0.003466
16565		0.003465
16566		0.003465
16567		0.003465
16568		0.003465
16569		0.003465
16570		0.003465
16571		0.003465
16572		0.003464
16573		0.003464
16574		0.003464
16575		0.003464
16576		0.003464
16577		0.003464
16578		0.003464
16579		0.003463
16580		0.003463
16581		0.003463
16582		0.003463
16583		0.003463
16584		0.003463
16585		0.003463
16586		0.003462
16587		0.003462
16588		0.003462
16589		0.003462
16590		0.003462
16591		0.003462
16592		0.003462
16593		0.003461
16594		0.003461
16595		0.003461
16596		0.003461
16597		0.003461
16598		0.003461
16599		0.003461
16600		0.003460
16601		0.003460
16602		0.003460
16603		0.003460
16604		0.003460
16605		0.003460
16606		0.003460
16607		0.003459
16608		0.003459
16609		0.003459
16610		0.003459
16611		0.003459
16612		0.003459
16613		0.003459
16614		0.003458
16615		0.003458
16616		0.003458
16617		0.003458
16618		0.003458
16619		0.003458
16620		0.003458
16621		0.003457
16622		0.003457
16623		0.003457
16624		0.003457
16625		0.003457
16626		0.003457
16627		0.003457
16628		0.003456
16629		0.003456
16630		0.003456
16631		0.003456
16632		0.003456
16633		0.003456
16634		0.003456
16635		0.003455
16636		0.003455
16637		0.003455
16638		0.003455
16639		0.003455
16640		0.003455
16641		0.003455
16642		0.003454
16643		0.003454
16644		0.003454
16645		0.003454
16646		0.003454
16647		0.003454
16648		0.003454
16649		0.003453
16650		0.003453
16651		0.003453
16652		0.003453
16653		0.003453
16654		0.003453
16655		0.003453
16656		0.003453
16657		0.003452
16658		0.003452
16659		0.003452
16660		0.003452
16661		0.003452
16662		0.003452
16663		0.003452
16664		0.003451
16665		0.003451
16666		0.003451
16667		0.003451
16668		0.003451
16669		0.003451
16670		0.003451
16671		0.003450
16672		0.003450
16673		0.003450
16674		0.003450
16675		0.003450
16676		0.003450
16677		0.003450
16678		0.003449
16679		0.003449
16680		0.003449
16681		0.003449
16682		0.003449
16683		0.003449
16684		0.003449
16685		0.003448
16686		0.003448
16687		0.003448
16688		0.003448
16689		0.003448
16690		0.003448
16691		0.003448
16692		0.003447
16693		0.003447
16694		0.003447
16695		0.003447
16696		0.003447
16697		0.003447
16698		0.003447
16699		0.003446
16700		0.003446
16701		0.003446
16702		0.003446
16703		0.003446
16704		0.003446
16705		0.003446
16706		0.003446
16707		0.003445
16708		0.003445
16709		0.003445
16710		0.003445
16711		0.003445
16712		0.003445
16713		0.003445
16714		0.003444
16715		0.003444
16716		0.003444
16717		0.003444
16718		0.003444
16719		0.003444
16720		0.003444
16721		0.003443
16722		0.003443
16723		0.003443
16724		0.003443
16725		0.003443
16726		0.003443
16727		0.003443
16728		0.003442
16729		0.003442
16730		0.003442
16731		0.003442
16732		0.003442
16733		0.003442
16734		0.003442
16735		0.003441
16736		0.003441
16737		0.003441
16738		0.003441
16739		0.003441
16740		0.003441
16741		0.003441
16742		0.003441
16743		0.003440
16744		0.003440
16745		0.003440
16746		0.003440
16747		0.003440
16748		0.003440
16749		0.003440
16750		0.003439
16751		0.003439
16752		0.003439
16753		0.003439
16754		0.003439
16755		0.003439
16756		0.003439
16757		0.003438
16758		0.003438
16759		0.003438
16760		0.003438
16761		0.003438
16762		0.003438
16763		0.003438
16764		0.003437
16765		0.003437
16766		0.003437
16767		0.003437
16768		0.003437
16769		0.003437
16770		0.003437
16771		0.003436
16772		0.003436
16773		0.003436
16774		0.003436
16775		0.003436
16776		0.003436
16777		0.003436
16778		0.003436
16779		0.003435
16780		0.003435
16781		0.003435
16782		0.003435
16783		0.003435
16784		0.003435
16785		0.003435
16786		0.003434
16787		0.003434
16788		0.003434
16789		0.003434
16790		0.003434
16791		0.003434
16792		0.003434
16793		0.003433
16794		0.003433
16795		0.003433
16796		0.003433
16797		0.003433
16798		0.003433
16799		0.003433
16800		0.003432
16801		0.003432
16802		0.003432
16803		0.003432
16804		0.003432
16805		0.003432
16806		0.003432
16807		0.003432
16808		0.003431
16809		0.003431
16810		0.003431
16811		0.003431
16812		0.003431
16813		0.003431
16814		0.003431
16815		0.003430
16816		0.003430
16817		0.003430
16818		0.003430
16819		0.003430
16820		0.003430
16821		0.003430
16822		0.003429
16823		0.003429
16824		0.003429
16825		0.003429
16826		0.003429
16827		0.003429
16828		0.003429
16829		0.003429
16830		0.003428
16831		0.003428
16832		0.003428
16833		0.003428
16834		0.003428
16835		0.003428
16836		0.003428
16837		0.003427
16838		0.003427
16839		0.003427
16840		0.003427
16841		0.003427
16842		0.003427
16843		0.003427
16844		0.003426
16845		0.003426
16846		0.003426
16847		0.003426
16848		0.003426
16849		0.003426
16850		0.003426
16851		0.003426
16852		0.003425
16853		0.003425
16854		0.003425
16855		0.003425
16856		0.003425
16857		0.003425
16858		0.003425
16859		0.003424
16860		0.003424
16861		0.003424
16862		0.003424
16863		0.003424
16864		0.003424
16865		0.003424
16866		0.003423
16867		0.003423
16868		0.003423
16869		0.003423
16870		0.003423
16871		0.003423
16872		0.003423
16873		0.003423
16874		0.003422
16875		0.003422
16876		0.003422
16877		0.003422
16878		0.003422
16879		0.003422
16880		0.003422
16881		0.003421
16882		0.003421
16883		0.003421
16884		0.003421
16885		0.003421
16886		0.003421
16887		0.003421
16888		0.003420
16889		0.003420
16890		0.003420
16891		0.003420
16892		0.003420
16893		0.003420
16894		0.003420
16895		0.003420
16896		0.003419
16897		0.003419
16898		0.003419
16899		0.003419
16900		0.003419
16901		0.003419
16902		0.003419
16903		0.003418
16904		0.003418
16905		0.003418
16906		0.003418
16907		0.003418
16908		0.003418
16909		0.003418
16910		0.003417
16911		0.003417
16912		0.003417
16913		0.003417
16914		0.003417
16915		0.003417
16916		0.003417
16917		0.003417
16918		0.003416
16919		0.003416
16920		0.003416
16921		0.003416
16922		0.003416
16923		0.003416
16924		0.003416
16925		0.003415
16926		0.003415
16927		0.003415
16928		0.003415
16929		0.003415
16930		0.003415
16931		0.003415
16932		0.003415
16933		0.003414
16934		0.003414
16935		0.003414
16936		0.003414
16937		0.003414
16938		0.003414
16939		0.003414
16940		0.003413
16941		0.003413
16942		0.003413
16943		0.003413
16944		0.003413
16945		0.003413
16946		0.003413
16947		0.003412
16948		0.003412
16949		0.003412
16950		0.003412
16951		0.003412
16952		0.003412
16953		0.003412
16954		0.003412
16955		0.003411
16956		0.003411
16957		0.003411
16958		0.003411
16959		0.003411
16960		0.003411
16961		0.003411
16962		0.003410
16963		0.003410
16964		0.003410
16965		0.003410
16966		0.003410
16967		0.003410
16968		0.003410
16969		0.003410
16970		0.003409
16971		0.003409
16972		0.003409
16973		0.003409
16974		0.003409
16975		0.003409
16976		0.003409
16977		0.003408
16978		0.003408
16979		0.003408
16980		0.003408
16981		0.003408
16982		0.003408
16983		0.003408
16984		0.003408
16985		0.003407
16986		0.003407
16987		0.003407
16988		0.003407
16989		0.003407
16990		0.003407
16991		0.003407
16992		0.003406
16993		0.003406
16994		0.003406
16995		0.003406
16996		0.003406
16997		0.003406
16998		0.003406
16999		0.003406
17000		0.003405
17001		0.003405
17002		0.003405
17003		0.003405
17004		0.003405
17005		0.003405
17006		0.003405
17007		0.003404
17008		0.003404
17009		0.003404
17010		0.003404
17011		0.003404
17012		0.003404
17013		0.003404
17014		0.003404
17015		0.003403
17016		0.003403
17017		0.003403
17018		0.003403
17019		0.003403
17020		0.003403
17021		0.003403
17022		0.003402
17023		0.003402
17024		0.003402
17025		0.003402
17026		0.003402
17027		0.003402
17028		0.003402
17029		0.003402
17030		0.003401
17031		0.003401
17032		0.003401
17033		0.003401
17034		0.003401
17035		0.003401
17036		0.003401
17037		0.003400
17038		0.003400
17039		0.003400
17040		0.003400
17041		0.003400
17042		0.003400
17043		0.003400
17044		0.003400
17045		0.003399
17046		0.003399
17047		0.003399
17048		0.003399
17049		0.003399
17050		0.003399
17051		0.003399
17052		0.003398
17053		0.003398
17054		0.003398
17055		0.003398
17056		0.003398
17057		0.003398
17058		0.003398
17059		0.003398
17060		0.003397
17061		0.003397
17062		0.003397
17063		0.003397
17064		0.003397
17065		0.003397
17066		0.003397
17067		0.003396
17068		0.003396
17069		0.003396
17070		0.003396
17071		0.003396
17072		0.003396
17073		0.003396
17074		0.003396
17075		0.003395
17076		0.003395
17077		0.003395
17078		0.003395
17079		0.003395
17080		0.003395
17081		0.003395
17082		0.003394
17083		0.003394
17084		0.003394
17085		0.003394
17086		0.003394
17087		0.003394
17088		0.003394
17089		0.003394
17090		0.003393
17091		0.003393
17092		0.003393
17093		0.003393
17094		0.003393
17095		0.003393
17096		0.003393
17097		0.003392
17098		0.003392
17099		0.003392
17100		0.003392
17101		0.003392
17102		0.003392
17103		0.003392
17104		0.003392
17105		0.003391
17106		0.003391
17107		0.003391
17108		0.003391
17109		0.003391
17110		0.003391
17111		0.003391
17112		0.003391
17113		0.003390
17114		0.003390
17115		0.003390
17116		0.003390
17117		0.003390
17118		0.003390
17119		0.003390
17120		0.003389
17121		0.003389
17122		0.003389
17123		0.003389
17124		0.003389
17125		0.003389
17126		0.003389
17127		0.003389
17128		0.003388
17129		0.003388
17130		0.003388
17131		0.003388
17132		0.003388
17133		0.003388
17134		0.003388
17135		0.003388
17136		0.003387
17137		0.003387
17138		0.003387
17139		0.003387
17140		0.003387
17141		0.003387
17142		0.003387
17143		0.003386
17144		0.003386
17145		0.003386
17146		0.003386
17147		0.003386
17148		0.003386
17149		0.003386
17150		0.003386
17151		0.003385
17152		0.003385
17153		0.003385
17154		0.003385
17155		0.003385
17156		0.003385
17157		0.003385
17158		0.003384
17159		0.003384
17160		0.003384
17161		0.003384
17162		0.003384
17163		0.003384
17164		0.003384
17165		0.003384
17166		0.003383
17167		0.003383
17168		0.003383
17169		0.003383
17170		0.003383
17171		0.003383
17172		0.003383
17173		0.003383
17174		0.003382
17175		0.003382
17176		0.003382
17177		0.003382
17178		0.003382
17179		0.003382
17180		0.003382
17181		0.003381
17182		0.003381
17183		0.003381
17184		0.003381
17185		0.003381
17186		0.003381
17187		0.003381
17188		0.003381
17189		0.003380
17190		0.003380
17191		0.003380
17192		0.003380
17193		0.003380
17194		0.003380
17195		0.003380
17196		0.003380
17197		0.003379
17198		0.003379
17199		0.003379
17200		0.003379
17201		0.003379
17202		0.003379
17203		0.003379
17204		0.003378
17205		0.003378
17206		0.003378
17207		0.003378
17208		0.003378
17209		0.003378
17210		0.003378
17211		0.003378
17212		0.003377
17213		0.003377
17214		0.003377
17215		0.003377
17216		0.003377
17217		0.003377
17218		0.003377
17219		0.003377
17220		0.003376
17221		0.003376
17222		0.003376
17223		0.003376
17224		0.003376
17225		0.003376
17226		0.003376
17227		0.003376
17228		0.003375
17229		0.003375
17230		0.003375
17231		0.003375
17232		0.003375
17233		0.003375
17234		0.003375
17235		0.003374
17236		0.003374
17237		0.003374
17238		0.003374
17239		0.003374
17240		0.003374
17241		0.003374
17242		0.003374
17243		0.003373
17244		0.003373
17245		0.003373
17246		0.003373
17247		0.003373
17248		0.003373
17249		0.003373
17250		0.003373
17251		0.003372
17252		0.003372
17253		0.003372
17254		0.003372
17255		0.003372
17256		0.003372
17257		0.003372
17258		0.003372
17259		0.003371
17260		0.003371
17261		0.003371
17262		0.003371
17263		0.003371
17264		0.003371
17265		0.003371
17266		0.003370
17267		0.003370
17268		0.003370
17269		0.003370
17270		0.003370
17271		0.003370
17272		0.003370
17273		0.003370
17274		0.003369
17275		0.003369
17276		0.003369
17277		0.003369
17278		0.003369
17279		0.003369
17280		0.003369
17281		0.003369
17282		0.003368
17283		0.003368
17284		0.003368
17285		0.003368
17286		0.003368
17287		0.003368
17288		0.003368
17289		0.003368
17290		0.003367
17291		0.003367
17292		0.003367
17293		0.003367
17294		0.003367
17295		0.003367
17296		0.003367
17297		0.003366
17298		0.003366
17299		0.003366
17300		0.003366
17301		0.003366
17302		0.003366
17303		0.003366
17304		0.003366
17305		0.003365
17306		0.003365
17307		0.003365
17308		0.003365
17309		0.003365
17310		0.003365
17311		0.003365
17312		0.003365
17313		0.003364
17314		0.003364
17315		0.003364
17316		0.003364
17317		0.003364
17318		0.003364
17319		0.003364
17320		0.003364
17321		0.003363
17322		0.003363
17323		0.003363
17324		0.003363
17325		0.003363
17326		0.003363
17327		0.003363
17328		0.003363
17329		0.003362
17330		0.003362
17331		0.003362
17332		0.003362
17333		0.003362
17334		0.003362
17335		0.003362
17336		0.003362
17337		0.003361
17338		0.003361
17339		0.003361
17340		0.003361
17341		0.003361
17342		0.003361
17343		0.003361
17344		0.003360
17345		0.003360
17346		0.003360
17347		0.003360
17348		0.003360
17349		0.003360
17350		0.003360
17351		0.003360
17352		0.003359
17353		0.003359
17354		0.003359
17355		0.003359
17356		0.003359
17357		0.003359
17358		0.003359
17359		0.003359
17360		0.003358
17361		0.003358
17362		0.003358
17363		0.003358
17364		0.003358
17365		0.003358
17366		0.003358
17367		0.003358
17368		0.003357
17369		0.003357
17370		0.003357
17371		0.003357
17372		0.003357
17373		0.003357
17374		0.003357
17375		0.003357
17376		0.003356
17377		0.003356
17378		0.003356
17379		0.003356
17380		0.003356
17381		0.003356
17382		0.003356
17383		0.003356
17384		0.003355
17385		0.003355
17386		0.003355
17387		0.003355
17388		0.003355
17389		0.003355
17390		0.003355
17391		0.003355
17392		0.003354
17393		0.003354
17394		0.003354
17395		0.003354
17396		0.003354
17397		0.003354
17398		0.003354
17399		0.003354
17400		0.003353
17401		0.003353
17402		0.003353
17403		0.003353
17404		0.003353
17405		0.003353
17406		0.003353
17407		0.003353
17408		0.003352
17409		0.003352
17410		0.003352
17411		0.003352
17412		0.003352
17413		0.003352
17414		0.003352
17415		0.003351
17416		0.003351
17417		0.003351
17418		0.003351
17419		0.003351
17420		0.003351
17421		0.003351
17422		0.003351
17423		0.003350
17424		0.003350
17425		0.003350
17426		0.003350
17427		0.003350
17428		0.003350
17429		0.003350
17430		0.003350
17431		0.003349
17432		0.003349
17433		0.003349
17434		0.003349
17435		0.003349
17436		0.003349
17437		0.003349
17438		0.003349
17439		0.003348
17440		0.003348
17441		0.003348
17442		0.003348
17443		0.003348
17444		0.003348
17445		0.003348
17446		0.003348
17447		0.003347
17448		0.003347
17449		0.003347
17450		0.003347
17451		0.003347
17452		0.003347
17453		0.003347
17454		0.003347
17455		0.003346
17456		0.003346
17457		0.003346
17458		0.003346
17459		0.003346
17460		0.003346
17461		0.003346
17462		0.003346
17463		0.003345
17464		0.003345
17465		0.003345
17466		0.003345
17467		0.003345
17468		0.003345
17469		0.003345
17470		0.003345
17471		0.003344
17472		0.003344
17473		0.003344
17474		0.003344
17475		0.003344
17476		0.003344
17477		0.003344
17478		0.003344
17479		0.003343
17480		0.003343
17481		0.003343
17482		0.003343
17483		0.003343
17484		0.003343
17485		0.003343
17486		0.003343
17487		0.003342
17488		0.003342
17489		0.003342
17490		0.003342
17491		0.003342
17492		0.003342
17493		0.003342
17494		0.003342
17495		0.003341
17496		0.003341
17497		0.003341
17498		0.003341
17499		0.003341
17500		0.003341
17501		0.003341
17502		0.003341
17503		0.003340
17504		0.003340
17505		0.003340
17506		0.003340
17507		0.003340
17508		0.003340
17509		0.003340
17510		0.003340
17511		0.003339
17512		0.003339
17513		0.003339
17514		0.003339
17515		0.003339
17516		0.003339
17517		0.003339
17518		0.003339
17519		0.003338
17520		0.003338
17521		0.003338
17522		0.003338
17523		0.003338
17524		0.003338
17525		0.003338
17526		0.003338
17527		0.003337
17528		0.003337
17529		0.003337
17530		0.003337
17531		0.003337
17532		0.003337
17533		0.003337
17534		0.003337
17535		0.003336
17536		0.003336
17537		0.003336
17538		0.003336
17539		0.003336
17540		0.003336
17541		0.003336
17542		0.003336
17543		0.003336
17544		0.003335
17545		0.003335
17546		0.003335
17547		0.003335
17548		0.003335
17549		0.003335
17550		0.003335
17551		0.003335
17552		0.003334
17553		0.003334
17554		0.003334
17555		0.003334
17556		0.003334
17557		0.003334
17558		0.003334
17559		0.003334
17560		0.003333
17561		0.003333
17562		0.003333
17563		0.003333
17564		0.003333
17565		0.003333
17566		0.003333
17567		0.003333
17568		0.003332
17569		0.003332
17570		0.003332
17571		0.003332
17572		0.003332
17573		0.003332
17574		0.003332
17575		0.003332
17576		0.003331
17577		0.003331
17578		0.003331
17579		0.003331
17580		0.003331
17581		0.003331
17582		0.003331
17583		0.003331
17584		0.003330
17585		0.003330
17586		0.003330
17587		0.003330
17588		0.003330
17589		0.003330
17590		0.003330
17591		0.003330
17592		0.003329
17593		0.003329
17594		0.003329
17595		0.003329
17596		0.003329
17597		0.003329
17598		0.003329
17599		0.003329
17600		0.003328
17601		0.003328
17602		0.003328
17603		0.003328
17604		0.003328
17605		0.003328
17606		0.003328
17607		0.003328
17608		0.003327
17609		0.003327
17610		0.003327
17611		0.003327
17612		0.003327
17613		0.003327
17614		0.003327
17615		0.003327
17616		0.003327
17617		0.003326
17618		0.003326
17619		0.003326
17620		0.003326
17621		0.003326
17622		0.003326
17623		0.003326
17624		0.003326
17625		0.003325
17626		0.003325
17627		0.003325
17628		0.003325
17629		0.003325
17630		0.003325
17631		0.003325
17632		0.003325
17633		0.003324
17634		0.003324
17635		0.003324
17636		0.003324
17637		0.003324
17638		0.003324
17639		0.003324
17640		0.003324
17641		0.003323
17642		0.003323
17643		0.003323
17644		0.003323
17645		0.003323
17646		0.003323
17647		0.003323
17648		0.003323
17649		0.003322
17650		0.003322
17651		0.003322
17652		0.003322
17653		0.003322
17654		0.003322
17655		0.003322
17656		0.003322
17657		0.003321
17658		0.003321
17659		0.003321
17660		0.003321
17661		0.003321
17662		0.003321
17663		0.003321
17664		0.003321
17665		0.003321
17666		0.003320
17667		0.003320
17668		0.003320
17669		0.003320
17670		0.003320
17671		0.003320
17672		0.003320
17673		0.003320
17674		0.003319
17675		0.003319
17676		0.003319
17677		0.003319
17678		0.003319
17679		0.003319
17680		0.003319
17681		0.003319
17682		0.003318
17683		0.003318
17684		0.003318
17685		0.003318
17686		0.003318
17687		0.003318
17688		0.003318
17689		0.003318
17690		0.003317
17691		0.003317
17692		0.003317
17693		0.003317
17694		0.003317
17695		0.003317
17696		0.003317
17697		0.003317
17698		0.003317
17699		0.003316
17700		0.003316
17701		0.003316
17702		0.003316
17703		0.003316
17704		0.003316
17705		0.003316
17706		0.003316
17707		0.003315
17708		0.003315
17709		0.003315
17710		0.003315
17711		0.003315
17712		0.003315
17713		0.003315
17714		0.003315
17715		0.003314
17716		0.003314
17717		0.003314
17718		0.003314
17719		0.003314
17720		0.003314
17721		0.003314
17722		0.003314
17723		0.003313
17724		0.003313
17725		0.003313
17726		0.003313
17727		0.003313
17728		0.003313
17729		0.003313
17730		0.003313
17731		0.003313
17732		0.003312
17733		0.003312
17734		0.003312
17735		0.003312
17736		0.003312
17737		0.003312
17738		0.003312
17739		0.003312
17740		0.003311
17741		0.003311
17742		0.003311
17743		0.003311
17744		0.003311
17745		0.003311
17746		0.003311
17747		0.003311
17748		0.003310
17749		0.003310
17750		0.003310
17751		0.003310
17752		0.003310
17753		0.003310
17754		0.003310
17755		0.003310
17756		0.003310
17757		0.003309
17758		0.003309
17759		0.003309
17760		0.003309
17761		0.003309
17762		0.003309
17763		0.003309
17764		0.003309
17765		0.003308
17766		0.003308
17767		0.003308
17768		0.003308
17769		0.003308
17770		0.003308
17771		0.003308
17772		0.003308
17773		0.003307
17774		0.003307
17775		0.003307
17776		0.003307
17777		0.003307
17778		0.003307
17779		0.003307
17780		0.003307
17781		0.003307
17782		0.003306
17783		0.003306
17784		0.003306
17785		0.003306
17786		0.003306
17787		0.003306
17788		0.003306
17789		0.003306
17790		0.003305
17791		0.003305
17792		0.003305
17793		0.003305
17794		0.003305
17795		0.003305
17796		0.003305
17797		0.003305
17798		0.003304
17799		0.003304
17800		0.003304
17801		0.003304
17802		0.003304
17803		0.003304
17804		0.003304
17805		0.003304
17806		0.003304
17807		0.003303
17808		0.003303
17809		0.003303
17810		0.003303
17811		0.003303
17812		0.003303
17813		0.003303
17814		0.003303
17815		0.003302
17816		0.003302
17817		0.003302
17818		0.003302
17819		0.003302
17820		0.003302
17821		0.003302
17822		0.003302
17823		0.003301
17824		0.003301
17825		0.003301
17826		0.003301
17827		0.003301
17828		0.003301
17829		0.003301
17830		0.003301
17831		0.003301
17832		0.003300
17833		0.003300
17834		0.003300
17835		0.003300
17836		0.003300
17837		0.003300
17838		0.003300
17839		0.003300
17840		0.003299
17841		0.003299
17842		0.003299
17843		0.003299
17844		0.003299
17845		0.003299
17846		0.003299
17847		0.003299
17848		0.003299
17849		0.003298
17850		0.003298
17851		0.003298
17852		0.003298
17853		0.003298
17854		0.003298
17855		0.003298
17856		0.003298
17857		0.003297
17858		0.003297
17859		0.003297
17860		0.003297
17861		0.003297
17862		0.003297
17863		0.003297
17864		0.003297
17865		0.003297
17866		0.003296
17867		0.003296
17868		0.003296
17869		0.003296
17870		0.003296
17871		0.003296
17872		0.003296
17873		0.003296
17874		0.003295
17875		0.003295
17876		0.003295
17877		0.003295
17878		0.003295
17879		0.003295
17880		0.003295
17881		0.003295
17882		0.003294
17883		0.003294
17884		0.003294
17885		0.003294
17886		0.003294
17887		0.003294
17888		0.003294
17889		0.003294
17890		0.003294
17891		0.003293
17892		0.003293
17893		0.003293
17894		0.003293
17895		0.003293
17896		0.003293
17897		0.003293
17898		0.003293
17899		0.003292
17900		0.003292
17901		0.003292
17902		0.003292
17903		0.003292
17904		0.003292
17905		0.003292
17906		0.003292
17907		0.003292
17908		0.003291
17909		0.003291
17910		0.003291
17911		0.003291
17912		0.003291
